,AGE,ATTRITION,BUSINESSTRAVEL,DAILYRATE,DEPARTMENT,DISTANCEFROMHOME,EDUCATION,EDUCATIONFIELD,EMPLOYEENUMBER,ENVIRONMENTSATISFACTION,GENDER,HOURLYRATE,JOBINVOLVEMENT,JOBLEVEL,JOBROLE,JOBSATISFACTION,MARITALSTATUS,MONTHLYINCOME,MONTHLYRATE,NUMCOMPANIESWORKED,OVERTIME,PERCENTSALARYHIKE,PERFORMANCERATING,RELATIONSHIPSATISFACTION,STOCKOPTIONLEVEL,TOTALWORKINGYEARS,TRAININGTIMESLASTYEAR,WORKLIFEBALANCE,YEARSATCOMPANY,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER,REMOTEWORK
501,35.0,0,travel rarely,1137.0,research & development,21,1,life sciences,942.0,4,female,51.0,3,2,healthcare representative,4,married,4014.0,19170,1,,25,4.0,4,1,10.0,2,1.0,10,0,7,0
502,39.0,0,travel rarely,466.0,,1,1,,1026.0,4,female,65.0,2,4,manufacturing director,4,married,12742.0,7060,1,0.0,16,3.0,3,1,,3,3.0,21,11,8,0
503,39.0,0,travel frequently,945.0,,22,3,medical,,4,female,82.0,3,3,manufacturing director,1,single,,5083,1,,13,3.0,3,0,,2,3.0,21,2,8,0
504,41.0,0,,509.0,,7,2,,1085.0,2,female,43.0,4,1,research scientist,3,,3376.0,18863,1,0.0,13,3.0,3,0,,3,3.0,10,0,8,0
505,44.0,1,,1376.0,human resources,1,2,medical,,2,male,91.0,2,3,human resources,1,married,10482.0,2326,9,0.0,14,,4,1,24.0,1,3.0,20,3,6,1
506,42.0,0,,469.0,,2,2,medical,1109.0,4,male,35.0,3,4,manager,1,,,14399,0,0.0,17,3.0,4,1,23.0,3,3.0,22,13,7,0
507,52.0,0,travel rarely,994.0,,7,4,life sciences,1118.0,2,male,87.0,3,3,healthcare representative,2,single,,15322,7,,19,3.0,4,0,18.0,4,,8,4,0,1
508,38.0,0,,433.0,,1,3,,1152.0,3,male,37.0,4,1,human resources,3,,,6004,1,0.0,13,3.0,4,1,7.0,2,4.0,7,5,0,1
509,46.0,0,,991.0,human resources,1,2,life sciences,,4,female,44.0,3,1,human resources,1,,,22957,6,,12,3.0,3,0,10.0,3,4.0,7,5,7,0
510,35.0,0,,482.0,,4,4,life sciences,1350.0,3,male,87.0,3,2,research scientist,3,single,4249.0,2690,1,,11,3.0,2,0,,3,3.0,9,1,1,0
511,28.0,0,travel rarely,1083.0,research & development,29,1,life sciences,1514.0,3,male,96.0,1,2,manufacturing director,2,married,6549.0,3173,1,,14,,2,2,8.0,2,2.0,8,1,7,1
512,44.0,0,,136.0,,28,3,life sciences,1523.0,4,male,32.0,3,4,research director,1,married,,22074,3,0.0,13,3.0,3,1,,1,4.0,20,14,17,1
513,50.0,0,,333.0,,22,5,,1539.0,3,male,88.0,1,4,research director,4,,14411.0,24450,1,,13,3.0,4,0,,2,3.0,32,13,9,0
514,55.0,0,travel rarely,685.0,,23,5,marketing,,3,male,60.0,2,5,manager,4,,19586.0,23037,1,0.0,21,4.0,3,1,36.0,3,3.0,36,2,13,1
515,39.0,0,,1462.0,sales,6,3,,1588.0,4,male,38.0,4,3,sales executive,3,married,8237.0,4658,2,0.0,11,3.0,1,1,11.0,3,3.0,7,7,6,0
516,49.0,0,,722.0,research & development,13,4,,1617.0,1,female,84.0,3,1,laboratory technician,1,,3211.0,22102,1,,14,3.0,4,1,10.0,3,2.0,9,1,4,0
517,45.0,0,,,,28,2,technical degree,1719.0,4,female,48.0,2,4,research director,2,single,16704.0,17119,1,,11,,3,0,21.0,2,3.0,21,8,6,0
518,46.0,0,,1277.0,,2,3,,,3,male,74.0,3,3,sales executive,4,,,5596,4,,12,3.0,2,1,,5,2.0,10,0,3,0
519,27.0,0,,1131.0,,15,3,,1870.0,4,female,77.0,2,1,research scientist,1,married,4774.0,23844,0,0.0,19,3.0,4,1,,2,,7,7,3,0
520,42.0,0,travel rarely,300.0,,2,3,,2031.0,1,male,56.0,3,5,manager,3,married,,17312,5,,11,3.0,1,0,24.0,2,2.0,22,4,14,1
521,49.0,0,,1023.0,sales,2,3,,2065.0,4,male,63.0,2,2,sales executive,2,married,,13243,2,,14,3.0,4,0,17.0,3,2.0,9,0,8,0
522,29.0,0,travel rarely,153.0,,15,2,life sciences,15.0,4,female,49.0,2,2,laboratory technician,3,single,,12682,0,1.0,12,3.0,4,0,10.0,3,3.0,9,0,8,0
523,34.0,0,non-travel,1065.0,,12,4,marketing,60.0,1,male,72.0,3,2,sales executive,3,,4568.0,10034,0,0.0,20,4.0,3,0,,2,3.0,9,8,7,0
524,37.0,0,,1115.0,,1,4,,,1,male,51.0,2,2,manufacturing director,3,divorced,5993.0,2689,1,0.0,18,3.0,3,1,,2,,7,0,7,0
525,36.0,0,,1195.0,,11,3,,85.0,2,male,95.0,2,2,manufacturing director,2,single,6499.0,22656,1,0.0,13,3.0,3,0,6.0,3,3.0,6,0,3,0
526,45.0,0,,1316.0,,29,3,,,3,male,83.0,3,1,research scientist,4,single,3452.0,9752,5,,13,3.0,2,0,9.0,2,2.0,6,0,3,1
527,29.0,0,travel rarely,665.0,,15,3,,346.0,3,male,60.0,3,1,research scientist,4,,,22673,1,0.0,19,3.0,1,0,6.0,1,3.0,6,1,5,0
528,26.0,0,,1479.0,,1,3,,384.0,3,female,84.0,3,2,manufacturing director,2,,6397.0,26767,1,0.0,20,4.0,1,1,6.0,6,1.0,6,1,4,0
529,28.0,0,,304.0,,9,4,life sciences,498.0,2,male,92.0,3,2,sales executive,4,single,,20750,1,0.0,16,3.0,4,0,,1,3.0,7,0,7,1
530,42.0,0,travel frequently,1368.0,,30,4,technical degree,551.0,4,female,,2,2,healthcare representative,4,married,,4386,0,0.0,11,3.0,4,3,7.0,4,4.0,6,0,4,1
531,31.0,0,travel rarely,828.0,sales,2,1,life sciences,604.0,2,male,77.0,3,2,sales executive,4,,,8346,4,1.0,13,3.0,3,0,10.0,2,4.0,6,0,5,0
532,37.0,0,travel rarely,799.0,,47,3,,,4,female,59.0,3,3,manufacturing director,4,single,,23848,4,,17,3.0,4,0,,3,4.0,6,1,2,1
533,37.0,0,non-travel,142.0,,9,4,,626.0,1,male,69.0,3,3,sales executive,2,divorced,,24666,1,0.0,13,3.0,4,1,9.0,6,3.0,9,7,7,0
534,37.0,0,travel rarely,446.0,,1,4,life sciences,,2,female,65.0,3,2,manufacturing director,2,married,,15701,6,,12,3.0,2,1,8.0,2,2.0,6,4,3,0
535,24.0,0,travel rarely,691.0,,23,3,medical,,2,male,89.0,4,1,research scientist,4,,2725.0,21630,1,,11,3.0,2,2,,3,3.0,6,1,4,1
536,50.0,0,,1246.0,,3,3,,644.0,1,male,99.0,3,5,manager,2,married,,7999,1,0.0,11,3.0,3,1,,2,3.0,32,10,7,0
537,34.0,0,,254.0,,1,2,life sciences,649.0,2,male,83.0,2,1,research scientist,4,,3622.0,22794,1,1.0,13,3.0,4,1,6.0,3,3.0,6,1,3,0
538,27.0,0,travel frequently,1410.0,,3,1,medical,714.0,4,female,71.0,4,2,sales executive,4,,,16673,1,,20,,2,2,,3,3.0,6,0,4,0
539,25.0,0,,883.0,sales,42,1,,781.0,4,female,32.0,3,2,sales executive,4,single,6180.0,22807,1,0.0,23,4.0,2,0,6.0,5,2.0,6,1,4,0
540,34.0,0,,304.0,sales,25,3,other,,4,male,60.0,3,2,sales executive,4,single,6274.0,18686,1,0.0,22,4.0,3,0,6.0,5,3.0,6,1,4,1
541,34.0,0,,121.0,research & development,2,4,,804.0,3,female,86.0,2,1,research scientist,1,,4381.0,7530,1,,11,,3,0,6.0,3,3.0,6,1,3,1
542,35.0,0,,950.0,,7,3,other,,3,male,59.0,3,3,manufacturing director,3,single,,18869,3,0.0,21,4.0,2,0,17.0,3,4.0,8,1,6,0
543,35.0,0,,1343.0,,16,1,medical,856.0,1,female,53.0,2,1,research scientist,1,,2559.0,17852,1,,11,3.0,4,0,6.0,3,2.0,6,1,1,0
544,33.0,0,,827.0,research & development,1,4,,998.0,3,female,84.0,4,2,healthcare representative,2,married,5488.0,20161,1,1.0,13,3.0,1,1,,2,3.0,6,1,2,0
545,29.0,0,,1107.0,,28,4,life sciences,1120.0,3,female,93.0,3,1,research scientist,4,divorced,2514.0,26968,4,0.0,22,4.0,1,1,11.0,1,3.0,7,1,7,0
546,29.0,0,travel frequently,490.0,research & development,10,3,,1143.0,4,female,61.0,3,1,research scientist,2,divorced,,17940,0,0.0,14,3.0,4,2,8.0,2,2.0,7,1,1,1
547,34.0,0,,1400.0,,9,1,life sciences,,2,female,70.0,3,2,sales executive,3,married,,5829,1,,20,4.0,1,0,,3,2.0,6,1,3,0
548,28.0,0,travel rarely,1179.0,,19,4,medical,,4,male,78.0,2,1,laboratory technician,1,married,3196.0,12449,1,,12,3.0,3,3,6.0,2,3.0,6,3,3,0
549,44.0,0,,1117.0,,2,1,life sciences,,1,female,72.0,4,1,research scientist,4,married,,19982,1,,13,3.0,4,1,10.0,5,3.0,10,7,7,0
550,31.0,0,travel rarely,1332.0,research & development,11,2,,1251.0,3,male,80.0,3,2,healthcare representative,1,married,,17089,1,1.0,12,,4,0,6.0,2,2.0,6,0,1,0
551,26.0,0,,583.0,research & development,4,2,life sciences,,3,male,53.0,3,1,research scientist,4,,,9973,1,1.0,20,4.0,2,0,,2,2.0,8,2,2,0
552,47.0,0,travel rarely,465.0,,1,3,,1438.0,1,male,74.0,3,1,research scientist,4,,3420.0,10205,7,0.0,12,3.0,3,1,17.0,2,2.0,6,1,2,0
553,37.0,0,,1413.0,research & development,5,2,,,3,male,84.0,4,1,laboratory technician,3,single,,25470,0,0.0,14,3.0,1,0,7.0,2,1.0,6,1,3,0
554,32.0,0,,1200.0,,1,4,,1574.0,4,male,,3,2,research scientist,1,married,4087.0,25174,4,,14,3.0,2,1,9.0,3,2.0,6,1,2,0
555,32.0,0,,977.0,,2,3,medical,1671.0,4,male,45.0,3,2,research scientist,2,divorced,,25518,0,0.0,13,3.0,3,2,10.0,4,2.0,9,1,6,1
556,33.0,0,non-travel,530.0,,16,3,life sciences,,3,female,36.0,3,2,sales executive,4,,5368.0,16130,1,1.0,25,4.0,3,1,7.0,2,3.0,6,1,2,0
557,47.0,1,,1093.0,sales,9,3,,,3,male,82.0,1,4,sales executive,3,married,12936.0,24164,7,0.0,11,,3,0,25.0,3,1.0,23,14,10,1
558,41.0,1,,1102.0,,1,2,,,2,female,94.0,3,2,sales executive,4,,,19479,8,1.0,11,3.0,1,0,8.0,0,1.0,6,0,5,0
559,35.0,0,travel rarely,809.0,research & development,16,3,medical,,1,male,84.0,4,1,laboratory technician,2,married,,16479,0,,13,3.0,3,1,6.0,5,3.0,5,0,3,0
560,29.0,0,travel rarely,1328.0,,2,3,life sciences,94.0,3,male,76.0,3,1,research scientist,2,married,,4956,0,0.0,23,4.0,4,1,,3,3.0,5,0,4,0
561,32.0,0,travel rarely,548.0,,1,3,life sciences,,2,male,66.0,3,2,research scientist,2,,,7346,1,0.0,17,3.0,2,2,10.0,3,3.0,10,0,9,1
562,35.0,0,travel rarely,1214.0,,1,3,medical,,2,male,30.0,2,1,research scientist,3,single,,26278,1,0.0,18,3.0,1,0,6.0,3,3.0,6,0,4,0
563,56.0,0,,,,13,3,,112.0,4,male,,1,3,manufacturing director,4,,,21698,4,0.0,11,3.0,1,0,37.0,3,2.0,6,0,2,1
564,28.0,0,,120.0,,4,3,medical,129.0,2,male,43.0,3,2,sales executive,3,,4221.0,8863,1,,15,3.0,2,0,5.0,3,4.0,5,0,4,1
565,25.0,1,travel rarely,240.0,,5,3,,142.0,3,male,46.0,2,2,sales executive,3,single,,26959,1,1.0,11,3.0,4,0,,1,3.0,6,0,3,1
566,56.0,1,,441.0,,14,4,life sciences,161.0,2,female,72.0,3,1,research scientist,2,,4963.0,4510,9,,18,3.0,1,3,7.0,2,3.0,5,4,3,1
567,26.0,0,,841.0,research & development,6,3,,164.0,3,female,46.0,2,1,research scientist,2,married,,23300,1,,19,3.0,3,0,5.0,3,2.0,5,4,3,0
568,32.0,1,,1033.0,,9,3,medical,190.0,1,female,41.0,3,1,laboratory technician,1,,4200.0,10224,7,0.0,22,4.0,1,0,,2,4.0,5,0,4,0
569,30.0,0,travel rarely,,,18,3,life sciences,194.0,1,female,75.0,3,1,research scientist,3,single,,23910,1,0.0,14,3.0,3,0,,4,2.0,5,0,4,0
570,50.0,0,travel rarely,1452.0,,11,3,,226.0,3,female,53.0,3,5,manager,2,,,17053,3,,15,3.0,2,0,,5,3.0,5,4,4,0
571,32.0,0,,120.0,,6,5,life sciences,231.0,3,male,43.0,3,1,research scientist,3,,,12430,3,0.0,20,4.0,1,0,8.0,2,,5,1,4,0
572,45.0,0,travel rarely,1268.0,,4,2,,240.0,3,female,30.0,3,2,sales executive,1,,5006.0,6319,4,,11,3.0,1,1,9.0,3,4.0,5,0,3,0
573,43.0,0,,,,7,3,,262.0,4,male,37.0,4,1,research scientist,4,divorced,,5228,4,0.0,14,3.0,4,3,7.0,3,4.0,5,2,2,0
574,29.0,1,,121.0,,27,3,marketing,283.0,2,female,35.0,3,3,sales executive,4,married,7639.0,24525,1,,22,4.0,4,3,10.0,3,2.0,10,1,9,1
575,31.0,0,non-travel,,research & development,1,4,medical,308.0,3,male,90.0,1,2,manufacturing director,3,,,4381,0,,12,3.0,4,1,6.0,2,3.0,5,1,4,1
576,33.0,1,,813.0,,14,3,,325.0,3,male,58.0,3,1,laboratory technician,4,married,,22149,5,1.0,13,3.0,3,1,8.0,2,1.0,5,0,4,0
577,31.0,1,,307.0,,29,2,,355.0,3,male,71.0,2,1,laboratory technician,2,,,11652,0,0.0,11,3.0,2,0,,2,4.0,5,1,4,1
578,37.0,0,,228.0,,6,4,,378.0,3,male,,3,2,sales executive,4,,6502.0,22825,4,0.0,14,3.0,2,1,,5,4.0,5,0,1,1
579,50.0,0,,797.0,research & development,4,1,,,1,male,96.0,3,5,research director,2,divorced,,15815,3,0.0,14,3.0,1,2,28.0,4,2.0,10,1,6,0
580,42.0,0,travel frequently,555.0,,26,3,,,3,female,77.0,3,4,sales executive,2,married,13525.0,14864,5,,14,3.0,4,1,,2,,20,4,8,0
581,27.0,0,,1377.0,,2,3,,,4,male,74.0,3,2,sales executive,3,,,5242,1,1.0,11,3.0,1,0,5.0,3,3.0,5,0,4,1
582,27.0,0,non-travel,210.0,,1,1,marketing,449.0,3,male,73.0,3,2,sales executive,2,,6349.0,22107,0,1.0,13,3.0,4,1,,0,,5,1,4,1
583,41.0,0,travel rarely,483.0,,6,3,,466.0,4,male,,2,2,manufacturing director,2,single,,10110,6,1.0,15,3.0,4,0,,3,3.0,5,1,2,1
584,37.0,0,travel rarely,921.0,,10,3,medical,486.0,3,female,98.0,3,1,laboratory technician,1,,,17663,6,0.0,20,4.0,2,1,,3,3.0,5,0,3,0
585,40.0,1,,575.0,,22,2,,492.0,2,male,68.0,2,2,sales executive,3,,6380.0,6110,2,1.0,12,3.0,1,2,8.0,6,3.0,6,1,0,1
586,55.0,0,,1311.0,,2,3,,505.0,3,female,97.0,3,4,manager,4,single,,23258,2,1.0,13,3.0,3,0,,2,3.0,5,1,2,0
587,26.0,1,travel frequently,575.0,,3,1,,510.0,3,male,73.0,3,1,research scientist,1,,3102.0,6582,0,,22,4.0,3,0,,2,3.0,6,0,4,1
588,40.0,0,travel rarely,759.0,,2,2,marketing,,4,female,46.0,3,2,sales executive,2,divorced,,22553,7,,12,3.0,3,2,,5,3.0,5,1,3,1
589,25.0,0,,891.0,sales,4,2,,527.0,2,female,99.0,2,2,sales executive,4,single,,12090,1,1.0,11,3.0,2,0,5.0,3,3.0,5,1,3,0
590,30.0,0,,1082.0,,12,3,,,2,female,83.0,3,2,sales executive,3,single,,19558,0,0.0,11,,2,0,,6,3.0,5,4,4,0
591,52.0,0,travel rarely,319.0,,32,3,,,4,male,,2,3,manufacturing director,3,married,,19609,2,,14,,3,0,,4,3.0,5,0,4,0
592,42.0,0,travel frequently,532.0,,12,2,,547.0,1,female,92.0,3,2,research scientist,3,,4556.0,12932,2,0.0,11,3.0,2,1,19.0,3,3.0,5,0,2,0
593,30.0,0,travel rarely,317.0,,2,3,life sciences,548.0,3,female,43.0,1,2,manufacturing director,4,,,24793,2,0.0,20,4.0,3,0,11.0,2,3.0,5,0,2,1
594,35.0,0,travel rarely,144.0,,22,3,life sciences,577.0,4,male,46.0,1,1,laboratory technician,3,single,4230.0,19225,0,0.0,15,3.0,3,0,,2,3.0,5,4,3,0
595,31.0,0,travel rarely,688.0,,7,3,,,3,male,44.0,2,3,manager,4,divorced,,25291,9,,21,4.0,3,1,10.0,3,2.0,5,0,1,1
596,35.0,0,travel rarely,195.0,sales,1,3,,,1,female,80.0,3,2,sales executive,3,single,4859.0,6698,1,,16,3.0,4,0,5.0,3,3.0,5,0,3,1
597,25.0,0,,622.0,,13,1,,,2,male,40.0,3,1,sales representative,3,,,26376,1,,11,3.0,3,0,7.0,1,3.0,7,0,6,1
598,32.0,0,travel rarely,646.0,,9,4,,679.0,1,female,92.0,3,2,research scientist,4,married,6322.0,18089,1,,12,3.0,4,1,6.0,2,,6,0,5,0
599,47.0,1,,719.0,,27,2,life sciences,785.0,2,female,77.0,4,2,sales executive,3,,,10339,4,1.0,12,3.0,4,0,8.0,2,3.0,5,1,3,0
600,30.0,0,travel frequently,1012.0,,5,4,life sciences,861.0,2,male,,2,1,research scientist,4,divorced,,2373,9,0.0,12,3.0,2,1,10.0,3,2.0,5,0,3,0
601,45.0,0,,930.0,,9,3,marketing,864.0,4,male,74.0,3,3,sales executive,1,divorced,10761.0,19239,4,1.0,12,3.0,3,1,18.0,2,3.0,5,0,2,0
602,36.0,0,travel rarely,1278.0,,8,3,life sciences,878.0,1,male,77.0,2,1,human resources,1,,,8635,0,,21,4.0,3,0,,3,3.0,5,0,3,1
603,31.0,0,,1222.0,,11,4,,895.0,4,male,48.0,3,1,research scientist,4,,,14871,3,,19,3.0,2,1,,2,3.0,6,0,2,1
604,37.0,0,travel frequently,1231.0,,21,2,medical,900.0,3,female,54.0,3,1,sales representative,4,married,2973.0,21222,5,,15,3.0,2,1,,3,3.0,5,0,0,0
605,39.0,0,travel rarely,1383.0,,2,3,life sciences,,4,female,42.0,2,2,human resources,4,,5204.0,7790,8,0.0,11,3.0,3,2,13.0,2,3.0,5,0,4,0
606,42.0,0,,462.0,,14,2,,936.0,3,female,68.0,2,2,sales executive,3,,,7824,7,,17,3.0,1,0,,6,3.0,5,0,3,1
607,30.0,0,travel rarely,231.0,,8,2,,,3,male,62.0,3,3,sales executive,3,,,9977,5,0.0,11,3.0,1,1,,2,4.0,8,7,7,0
608,50.0,0,,,,1,2,medical,997.0,4,male,66.0,3,4,research director,4,divorced,17399.0,6615,9,0.0,22,,3,1,32.0,1,2.0,5,1,3,1
609,59.0,0,travel rarely,1089.0,sales,1,2,,1048.0,2,male,66.0,3,3,manager,4,,,11038,3,1.0,14,3.0,3,1,14.0,1,1.0,6,0,4,0
610,54.0,0,,1082.0,,2,4,life sciences,,3,female,41.0,2,3,sales executive,3,married,,8392,6,0.0,11,3.0,2,1,13.0,4,3.0,9,7,0,1
611,56.0,0,,1240.0,,9,3,medical,1071.0,1,female,63.0,3,1,research scientist,3,married,,12154,2,0.0,19,3.0,2,1,18.0,4,3.0,5,0,3,0
612,48.0,0,,1262.0,,1,4,,1116.0,1,male,35.0,4,4,manager,4,single,16885.0,16154,2,0.0,22,,3,0,,3,2.0,5,2,1,1
613,39.0,0,,439.0,research & development,9,3,life sciences,1132.0,3,male,70.0,3,2,laboratory technician,2,single,,8770,9,0.0,15,3.0,3,0,9.0,2,2.0,5,0,3,0
614,35.0,0,travel rarely,528.0,,8,4,technical degree,,3,male,100.0,3,1,human resources,3,,4323.0,7108,1,0.0,17,3.0,2,0,6.0,2,1.0,5,1,4,1
615,42.0,0,travel rarely,647.0,sales,4,4,marketing,1171.0,2,male,45.0,3,2,sales executive,1,single,5155.0,2253,7,0.0,13,3.0,4,0,,3,,6,1,5,0
616,44.0,1,,1097.0,,10,4,,1200.0,3,male,96.0,3,1,research scientist,3,single,2936.0,10826,1,1.0,11,3.0,3,0,6.0,4,3.0,6,0,2,0
617,29.0,0,travel rarely,942.0,,15,1,,1202.0,2,female,69.0,1,1,research scientist,4,married,,26933,0,1.0,18,,1,1,6.0,2,2.0,5,1,3,0
618,33.0,0,,147.0,,2,3,human resources,,2,male,99.0,3,1,human resources,3,,,8429,1,0.0,13,3.0,4,1,5.0,2,3.0,5,1,4,0
619,54.0,0,travel frequently,966.0,,1,4,,1245.0,4,female,53.0,3,3,manufacturing director,3,,,9659,7,0.0,17,3.0,1,1,33.0,2,1.0,5,1,4,0
620,46.0,0,,168.0,sales,4,2,,1280.0,4,female,33.0,2,5,manager,2,married,18789.0,9946,2,,14,3.0,3,1,,2,3.0,11,0,8,1
621,30.0,0,non-travel,,,9,2,medical,,3,female,72.0,3,2,manufacturing director,3,single,,12858,7,1.0,18,,3,0,10.0,3,3.0,8,1,7,0
622,32.0,1,travel rarely,1089.0,,7,2,life sciences,1309.0,4,male,79.0,3,2,laboratory technician,3,,4883.0,22845,1,,18,3.0,1,1,,3,3.0,10,1,1,0
623,40.0,1,,299.0,,25,4,,,4,male,57.0,2,3,sales executive,2,single,,17235,2,1.0,12,3.0,3,0,9.0,2,3.0,5,1,0,1
624,34.0,0,non-travel,999.0,,26,1,,1374.0,1,female,92.0,2,1,research scientist,3,divorced,2029.0,15891,1,0.0,20,4.0,3,3,5.0,2,3.0,5,0,0,1
625,39.0,0,travel rarely,1498.0,sales,21,4,,1390.0,1,male,44.0,2,2,sales executive,4,married,,3567,3,,12,3.0,4,2,8.0,2,4.0,5,1,4,0
626,37.0,0,,1439.0,,4,1,,,3,male,54.0,3,1,research scientist,3,married,2996.0,5182,7,1.0,15,3.0,4,0,8.0,2,3.0,6,1,3,0
627,33.0,0,,1111.0,sales,41,1,life sciences,1395.0,4,male,61.0,3,2,sales executive,4,married,,19293,6,,13,3.0,1,0,8.0,2,4.0,5,1,2,0
628,39.0,0,non-travel,1485.0,research & development,25,2,,1397.0,3,male,71.0,3,3,healthcare representative,3,,,3449,3,0.0,21,4.0,2,1,13.0,2,3.0,6,0,5,0
629,52.0,0,travel rarely,258.0,,8,4,other,1409.0,3,female,54.0,3,1,laboratory technician,1,married,,17363,9,0.0,13,,3,0,12.0,2,1.0,5,0,4,1
630,36.0,0,,1174.0,,3,4,,1425.0,1,female,99.0,3,2,sales executive,2,single,9278.0,20763,3,1.0,16,3.0,4,0,15.0,3,3.0,5,0,1,0
631,36.0,0,,172.0,,47,4,life sciences,1435.0,4,male,,2,2,laboratory technician,4,single,,22604,1,,16,3.0,3,0,10.0,2,2.0,10,1,8,0
632,24.0,0,travel rarely,,,4,1,,1445.0,4,female,42.0,3,2,sales executive,3,married,4162.0,15211,1,1.0,12,3.0,3,2,,3,3.0,5,0,3,0
633,34.0,0,travel rarely,401.0,,1,3,life sciences,,4,female,86.0,2,1,laboratory technician,2,,,3708,5,0.0,17,3.0,1,1,7.0,2,2.0,5,0,2,0
634,28.0,0,,866.0,sales,5,3,,1469.0,4,male,,3,2,sales executive,1,single,,23490,0,,18,3.0,4,0,,4,3.0,5,1,3,1
635,33.0,0,travel rarely,1099.0,research & development,4,4,medical,,1,female,82.0,2,1,laboratory technician,2,,,8192,8,0.0,11,3.0,4,0,8.0,5,3.0,5,0,2,1
636,47.0,0,travel rarely,571.0,,14,3,medical,1503.0,3,female,,3,2,sales executive,3,married,,24200,3,,17,3.0,3,1,,4,2.0,5,1,2,1
637,40.0,1,,676.0,,9,4,life sciences,1534.0,4,male,86.0,3,1,laboratory technician,1,single,,21831,3,,14,3.0,2,0,15.0,3,1.0,5,1,0,0
638,45.0,0,travel rarely,950.0,,49,3,technical degree,1546.0,4,male,97.0,3,1,research scientist,4,married,,4585,4,0.0,20,4.0,4,1,,3,3.0,5,0,3,0
639,40.0,0,travel rarely,1342.0,,9,2,,1548.0,1,male,47.0,3,2,sales executive,1,,,19345,0,,12,3.0,4,0,,5,4.0,8,7,1,1
640,29.0,0,,995.0,,2,1,life sciences,,1,male,87.0,3,2,healthcare representative,4,,8853.0,24483,1,,19,3.0,4,1,6.0,0,4.0,6,1,3,0
641,40.0,0,,118.0,,14,2,life sciences,1598.0,4,female,84.0,3,2,sales executive,1,married,,11262,1,0.0,15,3.0,3,1,5.0,2,3.0,5,1,2,1
642,43.0,0,,990.0,,27,3,,1599.0,4,male,87.0,4,1,laboratory technician,2,divorced,4876.0,5855,5,,12,3.0,3,1,,0,,6,0,2,0
643,30.0,0,,241.0,,7,3,,1609.0,2,male,48.0,2,1,research scientist,2,,2141.0,5348,1,0.0,12,3.0,2,1,6.0,3,2.0,6,1,1,1
644,38.0,0,,,research & development,2,2,,1638.0,4,female,54.0,2,3,manufacturing director,3,,7756.0,14199,3,,19,3.0,4,1,10.0,6,4.0,5,0,2,0
645,37.0,0,travel rarely,1470.0,research & development,10,3,,1640.0,2,female,71.0,3,1,research scientist,2,married,3936.0,9953,1,,11,3.0,1,1,8.0,2,1.0,8,7,7,0
646,39.0,0,travel rarely,492.0,,12,3,medical,,4,male,66.0,3,2,manufacturing director,2,,,7693,4,0.0,21,4.0,3,0,,3,3.0,5,1,0,1
647,36.0,0,travel rarely,1040.0,research & development,11,2,life sciences,1664.0,1,male,79.0,4,2,healthcare representative,1,divorced,6842.0,26308,6,0.0,20,4.0,1,1,13.0,3,3.0,5,0,4,1
648,23.0,1,travel rarely,1320.0,,8,1,medical,1684.0,4,male,93.0,2,1,laboratory technician,3,single,3989.0,20586,1,,11,,1,0,5.0,2,3.0,5,1,2,1
649,35.0,0,,146.0,,2,4,,1704.0,1,male,79.0,2,1,research scientist,4,,4930.0,13970,0,1.0,14,3.0,3,0,6.0,2,4.0,5,1,4,1
650,31.0,0,travel frequently,163.0,,24,1,technical degree,1736.0,4,female,30.0,3,2,manufacturing director,4,single,,6670,2,,20,4.0,4,0,9.0,3,2.0,5,1,4,1
651,38.0,0,travel rarely,1153.0,research & development,6,2,other,1782.0,4,female,40.0,2,1,laboratory technician,3,married,3702.0,16376,1,0.0,11,3.0,2,1,5.0,3,3.0,5,0,4,0
652,35.0,0,,185.0,,23,4,medical,1826.0,2,male,91.0,1,1,laboratory technician,3,married,2705.0,9696,0,,16,,2,1,6.0,2,4.0,5,0,3,1
653,40.0,0,,750.0,,12,3,,,2,female,47.0,3,2,healthcare representative,1,,4448.0,10748,2,,12,3.0,2,1,15.0,3,3.0,7,7,7,1
654,27.0,0,travel frequently,1297.0,research & development,48,2,,1850.0,4,female,,3,1,laboratory technician,4,single,2379.0,19826,0,1.0,14,3.0,3,0,6.0,3,2.0,5,0,2,0
655,41.0,0,,337.0,,8,3,,1909.0,3,female,54.0,3,2,sales executive,2,,,26841,5,0.0,21,4.0,3,1,14.0,3,3.0,5,1,4,1
656,33.0,0,travel rarely,217.0,,15,4,marketing,1924.0,2,male,43.0,3,2,sales executive,3,single,5487.0,10410,1,0.0,14,3.0,2,0,,2,2.0,10,0,9,0
657,49.0,0,,1064.0,,2,1,life sciences,1941.0,2,male,42.0,3,5,research director,4,married,,13738,3,0.0,15,3.0,4,0,28.0,3,3.0,5,4,3,0
658,36.0,0,non-travel,1351.0,,9,4,,1949.0,1,male,66.0,4,1,laboratory technician,2,,2810.0,9238,1,0.0,22,4.0,2,0,5.0,3,3.0,5,0,2,0
659,41.0,0,,930.0,,3,3,life sciences,,3,male,57.0,2,2,sales executive,2,divorced,8938.0,12227,2,,11,3.0,3,1,14.0,5,3.0,5,0,4,0
